,Title,Summary,Published On
483,Amazon responds to Ocasio-Cortez's claim that it pays warehouse workers 'starvation wages',Amazon responded this morning to Democratic Congresswoman Alexandria Ocasio-Cortez&#039;s claim that it pays warehouse workers &quot;starvation wages&quot; in a tweet that says it pays workers $15 an hour plus full benefits.,2019-06-17 13:37:00Z
484,Homebuilder sentiment inches lower despite demand for single-family homes,"The nation&#039;s homebuilders reported solid confidence in the housing market in June, but levels dropped slightly due to concerns over trade issues, the high costs of construction and the lack of skilled labor.",2019-06-17 14:00:00Z
485,Kudlow says the White House is not considering demoting Fed Chair Powell right now,A Bloomberg News report Tuesday morning said the White House had looked at such a move back in February.,2019-06-18 15:42:00Z
486,Investor Michael Farr: The Fed's fine-tuning of every economic soft patch must eventually must end,The Fed&#039;s most recent round of reassurance was a significant mistake.,2019-06-18 16:02:00Z
487,"Ron Insana: Trump needs to stop fighting central banks, who are trying to keep the economy afloat",It&#039;s the president&#039;s own policies that are contributing to slower global and domestic growth.,2019-06-18 17:02:00Z
488,US weekly jobless claims fall more than expected,"First-time claims for state unemployment benefits were expected to total 220,000 for the most recent week, matching the number of claims reported for the prior week.",2019-06-20 12:30:00Z
489,"Philadelphia Fed's manufacturing gauge tumbles in June, buoying the case for lower rates","The Philadelphia Federal Reserve&#039;s manufacturing gauge tumbled this month, solidifying the Fed&#039;s case for easier monetary policy.",2019-06-20 12:56:00Z
490,"Goldman changes tune on the Fed, sees two rate cuts and early end to balance sheet rolloff","The Fed may be on its way to a half-point interest rate cut next month even though conditions don&#039;t seem to warrant, Goldman said.",2019-06-20 12:59:00Z
491,A Fed president explained why he was the lone member who wanted an 'insurance' cut this week,"In a statement Friday, Bullard explained his vote against the decision to leave its benchmark interest rate unchanged.",2019-06-21 12:14:00Z
492,Billionaires to Trump and other 2020 candidates: Please tax us,Nineteen billionaires released a bipartisan letter on Monday asking the 2020 presidential candidates to support a tax on the American families with the largest fortunes.,2019-06-24 14:34:00Z
493,Bernie Sanders plans to cancel all $1.6 trillion of student debt by taxing Wall Street,Sen. Bernie Sanders will announce a plan on Monday to forgive the country&#039;s $1.6 trillion outstanding student loan tab.,2019-06-24 13:40:00Z
494,Fed's Kaplan says it's 'too early' to decide if interest rates need to be cut,"&quot;I believe it would be wise to take additional time and allow events to unfold&quot; before deciding on rates, the Dallas Fed official said in an essay.",2019-06-24 19:00:00Z
495,"G-20 leaders face toxic brew of political instability, trade tensions and slowing global growth","What makes this moment even more perilous is that world leaders come to the table with far less cohesiveness, nursing wounds from a series of trade skirmishes.",2019-06-25 13:35:00Z
496,"Consumer confidence drops more than expected, reaching its lowest point in nearly two years","The Conference Board, a business research group, on Tuesday released the June update for its consumer confidence index.",2019-06-25 14:01:00Z
497,"New home sales sank 7.8% in May, despite a big drop in mortgage rates","Buyers pulled away from the builders in May, even as affordability improved, thanks to lower mortgage rates.",2019-06-25 14:56:00Z
498,Fed Chief Jerome Powell warns against policy bending to 'short-term political interests',Powell stressed the central bank&#039;s independence amid continuous pressure from President Donald Trump to cut interest rates.,2019-06-25 17:00:00Z
499,"Trump and Xi meet Saturday � If it goes poorly, the global economy could teeter into recession","Stocks should rally if the U.S. and China agree to new negotiations and a ceasefire in the trade war, but the economic impact of tariffs will continue.",2019-06-25 18:37:00Z
500,Treasury Secretary Mnuchin says US-China trade deal is 90% complete,Mnuchin told CNBC that he&#039;s confident President Donald Trump and President Xi Jinping can make progress in stalled trade talks.,2019-06-26 09:04:00Z
501,"Weekly mortgage rates fall further, but only refinance applications rise","Mortgage application volume was 40% higher than a year ago, largely because lower rates are strengthening the refinance market.",2019-06-26 11:00:00Z
502,"Trump says a US-China trade deal is possible, but he's 'happy where we are now'","While Trump stressed the importance of getting a deal, he also said the tariffs have been good for the U.S. economy.",2019-06-26 12:24:00Z
503,$300 billion tariff threat looming over the G-20 meeting between Trump and Xi,"Presidents Donald Trump and Xi Jinping are scheduled to meet Saturday, the second day of the two-day G-20 summit in Osaka, Japan.",2019-06-26 13:05:00Z
504,"US consumer spending rises in May, but inflation remains muted","U.S. personal income was expected to rise 0.3% in May, down from the 0.5% increase reported for the previous month.",2019-06-28 12:30:00Z
505,Trump might not need to hear much to strike a truce with China: senior official,"Trump and Chinese President Xi Jinping are set to meet Saturday, with expectations running high that the two leaders can strike some bargain",2019-06-28 12:04:00Z
506,This is now the longest US economic expansion in history,"The ongoing U.S. economic expansion has entered its 121st month, marking the longest run on record going back to 1854.",2019-07-02 12:08:00Z
507,Trump says renewed trade talks with China have 'already begun',"Trump and Xi had agreed during a bilateral meeting at the summit in Osaka, Japan, to hold off on imposing new tariffs on each other&#039;s goods.",2019-07-01 21:16:00Z
508,"This Fourth of July, Americans will shell out $1 billion on beer","If spending is any guide, this country&#039;s patriotic spirit is alive and well, with Americans coughing up nearly $7 billion on food for the grill this July 4.",2019-07-02 12:45:00Z
509,'Dr. Doom' economist Nouriel Roubini sees trade war tipping global economy into recession,"The rivalry between the U.S. and China could be so disruptive that it&#039;s starting to decouple the global economy and eventually causing a recession, according to Nouriel Roubini.",2019-07-02 13:02:00Z
510,US weekly jobless claims fall more than expected,The unemployment data pointed to sustained labor market strength that should help support a slowing economy.,2019-07-03 12:30:00Z
511,Weekly mortgage applications stall as rates take a respite,"After several weeks of volatility, mortgage rates calmed down, and that offered little incentive for homeowners or buyers to make a move.",2019-07-03 11:00:00Z
512,US trade deficit widens to a 5-month high of $55.5 billion in May,The U.S. trade deficit rose to a five-month high in May as the politically sensitive imbalances with China and Mexico widened.,2019-07-03 12:42:00Z
513,Trump's latest Fed moves are another step in trying to take control of interest rates,The president said he plans on sending the names of Christopher Waller and Judy Shelton to the Senate as Fed governor appointees.,2019-07-03 16:06:00Z
514,Strong job growth is back: Payrolls jump in June well above expectations,"Payroll growth rebounded sharply in June as the U.S. economy added 224,000 jobs and the unemployment rate rose to 3.7%.",2019-07-05 12:30:00Z
515,"Fed Chair Powell's job is safe 'at the present time,' Larry Kudlow says","The Trump administration is making &quot;no effort&quot; to remove the Fed&#039;s Jerome Powell, top White House economic advisor Larry Kudlow said on Tuesday.",2019-07-09 12:43:00Z
516,US weekly jobless claims fall to 3-month low,"First-time claims for state unemployment benefits were expected to total 223,000 in the most recent week, up marginally from the 221,000 claims reported for the previous week.",2019-07-11 12:30:00Z
517,Trump says China is 'letting us down' by not buying US farm products during trade talks,"If China does not buy U.S. crops, it could bode poorly for a U.S.-China trade deal as Washington has said it expects Beijing to purchase agricultural products.",2019-07-11 14:11:00Z
518,The Fed chairman says the relationship between inflation and unemployment is gone,Federal Reserve Chairman Jerome Powell said the relationship between unemployment and inflation has collapsed.,2019-07-11 14:45:00Z
